symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
BADGERUSDT,BADGERUSDT,PERPETUAL,4133404800000,1699533000000,TRADING,2.5000,5.0000,BADGER,USDT,USDT,6,0,8,8,COIN,['Bitcoin Eco'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'minPrice': '0.001000', 'tickSize': '0.001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '21000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ILVUSDT,ILVUSDT,PERPETUAL,4133404800000,1699633800000,TRADING,2.5000,5.0000,ILV,USDT,USDT,5,1,8,8,COIN,['Metaverse'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.01000', 'tickSize': '0.01000', 'maxPrice': '2000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '10000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '1000', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
NTRNUSDT,NTRNUSDT,PERPETUAL,4133404800000,1699963200000,TRADING,2.5000,5.0000,NTRN,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.000100', 'tickSize': '0.000100', 'maxPrice': '200'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MBLUSDT,MBLUSDT,PERPETUAL,4133404800000,1699974000000,TRADING,2.5000,5.0000,MBL,USDT,USDT,7,0,8,8,COIN,['Metaverse'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0000010', 'tickSize': '0.0000010', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '20000000', 'filterType': 'LOT_SIZE'}, {'maxQty': '10000000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
KASUSDT,KASUSDT,PERPETUAL,4133404800000,1700186400000,TRADING,2.5000,5.0000,KAS,USDT,USDT,7,0,8,8,COIN,['PoW'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'maxPrice': '200', 'tickSize': '0.0000100'}, {'maxQty': '8000000', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '1000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BEAMXUSDT,BEAMXUSDT,PERPETUAL,4133404800000,1700227800000,TRADING,2.5000,5.0000,BEAMX,USDT,USDT,7,0,8,8,COIN,['Infrastructure'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'tickSize': '0.0000010', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010'}, {'maxQty': '10000000', 'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '500000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000BONKUSDT,1000BONKUSDT,PERPETUAL,4133404800000,1700661600000,TRADING,2.5000,5.0000,1000BONK,USDT,USDT,7,0,8,8,COIN,['Meme'],0,0.1500,0.012500,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0000010', 'maxPrice': '200', 'minPrice': '0.0000010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '40000000'}, {'minQty': '1', 'maxQty': '6000000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
PYTHUSDT,PYTHUSDT,PERPETUAL,4133404800000,1700663400000,TRADING,2.5000,5.0000,PYTH,USDT,USDT,7,0,8,8,COIN,['Oracle'],0,0.1500,0.010000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'stepSize': '1', 'maxQty': '400000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '70000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SUPERUSDT,SUPERUSDT,PERPETUAL,4133404800000,1701003600000,TRADING,2.5000,5.0000,SUPER,USDT,USDT,7,0,8,8,COIN,['NFT'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '250000', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '80000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
USTCUSDT,USTCUSDT,PERPETUAL,4133404800000,1701088200000,TRADING,2.5000,5.0000,USTC,USDT,USDT,7,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000100', 'maxPrice': '200', 'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '100000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ONGUSDT,ONGUSDT,PERPETUAL,4133404800000,1701090000000,TRADING,2.5000,5.0000,ONG,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000100', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '200'}, {'stepSize': '1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'minQty': '1', 'maxQty': '130000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHWUSDT,ETHWUSDT,PERPETUAL,4133404800000,1701174600000,TRADING,2.5000,5.0000,ETHW,USDT,USDT,6,0,8,8,COIN,['PoW'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000', 'tickSize': '0.001000'}, {'maxQty': '50000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '23000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
JTOUSDT,JTOUSDT,PERPETUAL,4133404800000,1702029600000,TRADING,2.5000,5.0000,JTO,USDT,USDT,6,0,8,8,COIN,['DeFi'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.000100', 'tickSize': '0.000100'}, {'maxQty': '1000000', 'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '10000', 'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000SATSUSDT,1000SATSUSDT,PERPETUAL,4133404800000,1702389600000,TRADING,2.5000,5.0000,1000SATS,USDT,USDT,7,0,8,8,COIN,['Meme'],0,0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0000001', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'minPrice': '0.0000010'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000000', 'stepSize': '1'}, {'maxQty': '60000000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AUCTIONUSDT,AUCTIONUSDT,PERPETUAL,4133404800000,1702645200000,TRADING,2.5000,5.0000,AUCTION,USDT,USDT,6,2,8,8,COIN,['DeFi'],0,0.2000,0.015000,0.20,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.001000', 'maxPrice': '2000', 'minPrice': '0.010000'}, {'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'maxQty': '100000'}, {'stepSize': '0.01', 'maxQty': '1000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.2000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000RATSUSDT,1000RATSUSDT,PERPETUAL,4133404800000,1702648800000,TRADING,2.5000,5.0000,1000RATS,USDT,USDT,7,0,8,8,COIN,['Meme'],0,0.1500,0.007500,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0000100', 'minPrice': '0.0000100'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '75000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ACEUSDT,ACEUSDT,PERPETUAL,4133404800000,1702893600000,TRADING,2.5000,5.0000,ACE,USDT,USDT,6,2,8,8,COIN,['Metaverse'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100'}, {'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '0.01', 'stepSize': '0.01'}, {'maxQty': '2200', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01', 'stepSize': '0.01'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MOVRUSDT,MOVRUSDT,PERPETUAL,4133404800000,1703593800000,TRADING,2.5000,5.0000,MOVR,USDT,USDT,6,2,8,8,COIN,['Layer-1'],0,0.1500,0.015000,0.15,10000,"[{'maxPrice': '5000', 'minPrice': '0.001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'stepSize': '0.01', 'maxQty': '100000', 'minQty': '0.01', 'filterType': 'LOT_SIZE'}, {'minQty': '0.01', 'stepSize': '0.01', 'maxQty': '1000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
NFPUSDT,NFPUSDT,PERPETUAL,4133404800000,1703680200000,TRADING,2.5000,5.0000,NFP,USDT,USDT,7,1,8,8,COIN,['AI'],0,0.1500,0.015000,0.30,10000,"[{'maxPrice': '1000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001000'}, {'maxQty': '1000000', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'minQty': '0.1'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '30000', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BTCUSDT_240628,BTCUSDT,CURRENT_QUARTER,1719561600000,1703836800000,TRADING,2.5000,5.0000,BTC,USDT,USDT,1,3,8,8,COIN,[],0,0.0500,0.010000,0.05,10000,"[{'tickSize': '0.1', 'filterType': 'PRICE_FILTER', 'maxPrice': '1000000', 'minPrice': '576.3'}, {'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '500', 'minQty': '0.001'}, {'maxQty': '1', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHUSDT_240628,ETHUSDT,CURRENT_QUARTER,1719561600000,1703836800000,TRADING,2.5000,5.0000,ETH,USDT,USDT,2,3,8,8,COIN,[],0,0.0500,0.010000,0.05,10000,"[{'minPrice': '41.10', 'maxPrice': '100000', 'tickSize': '0.01', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '10000', 'minQty': '0.001'}, {'stepSize': '0.001', 'maxQty': '10', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BTCUSDC,BTCUSDC,PERPETUAL,4133404800000,1704285000000,TRADING,2.5000,5.0000,BTC,USDC,USDC,1,3,8,8,COIN,['USDC'],0,0.0500,0.012500,0.05,10000,"[{'minPrice': '0.1', 'filterType': 'PRICE_FILTER', 'maxPrice': '500000', 'tickSize': '0.1'}, {'stepSize': '0.001', 'filterType': 'LOT_SIZE', 'maxQty': '800', 'minQty': '0.001'}, {'stepSize': '0.001', 'minQty': '0.001', 'maxQty': '25', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '100'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHUSDC,ETHUSDC,PERPETUAL,4133404800000,1704285300000,TRADING,2.5000,5.0000,ETH,USDC,USDC,2,3,8,8,COIN,['USDC'],0,0.0500,0.012500,0.05,10000,"[{'tickSize': '0.01', 'minPrice': '0.01', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'filterType': 'LOT_SIZE', 'maxQty': '8000', 'minQty': '0.001', 'stepSize': '0.001'}, {'stepSize': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'maxQty': '400'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BNBUSDC,BNBUSDC,PERPETUAL,4133404800000,1704285600000,TRADING,2.5000,5.0000,BNB,USDC,USDC,3,2,8,8,COIN,['USDC'],0,0.0500,0.015000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'minPrice': '0.010', 'tickSize': '0.010'}, {'maxQty': '80000', 'stepSize': '0.01', 'minQty': '0.01', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01', 'maxQty': '400'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SOLUSDC,SOLUSDC,PERPETUAL,4133404800000,1704285900000,TRADING,2.5000,5.0000,SOL,USDC,USDC,4,2,8,8,COIN,['USDC'],0,0.0500,0.015000,0.05,10000,"[{'maxPrice': '100000', 'tickSize': '0.0010', 'minPrice': '0.1000', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.01', 'stepSize': '0.01', 'maxQty': '800000', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.01', 'maxQty': '1000', 'stepSize': '0.01'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
